"movie_name";"daily_gross";"gross_to_date";"gross_per_theater";"date"
"The Birth of a Nation";58578;15142750;145;2016-10-31
"I'm Not Ashamed";54936;1693902;106;2016-10-31
"Don't Breathe";39187;88907048;91;2016-10-31
"Queen of Katwe";31168;8192699;131;2016-10-31
"Suicide Squad";27015;324700206;81;2016-10-31
"Desierto";22466;1629800;134;2016-10-31
"The Secret Life of Pets";18270;366493420;75;2016-10-31
"Priceless (2016)";14665;1389969;81;2016-10-31
"Max Steel";14364;3785761;51;2016-10-31
"Finding Dory";12019;485696491;73;2016-10-31
"Masterminds (2016)";11840;17293554;55;2016-10-31
"El Jeremias";11470;560073;60;2016-10-31
"Snowden";11295;21383004;130;2016-10-31
"Luck-Key";11280;283637;451;2016-10-31
"American Pastoral";10731;307361;210;2016-10-31
"Kubo and the Two Strings";10482;47622852;60;2016-10-31
"Bridget Jones's Baby";10015;24099480;76;2016-10-31
"Kaashmora";9000;307674;129;2016-10-31
"Hell or High Water";7543;26757337;106;2016-10-31
"Pete's Dragon (2016)";7223;75443301;48;2016-10-31
"Miss Hokusai";4441;183730;70;2016-10-31
"American Honey";4358;599883;87;2016-10-31
"Ghostbusters (2016)";4258;128317021;47;2016-10-31
"Christine (2016)";4072;111172;194;2016-10-31
"Embrace: The Documentary";3183;257936;212;2016-10-31
"Oasis: Supersonic";3052;229338;218;2016-10-31
"No Manches Frida";2942;11517330;56;2016-10-31
"The Light Between Oceans";2761;12536672;48;2016-10-31
"Spirit of the Game";2469;196626;154;2016-10-31
"Shin Godzilla";1988;1907790;199;2016-10-31
"Sausage Party";1556;97663382;42;2016-10-31
"Hunt for the Wilderpeople";1092;5203674;73;2016-10-31
"Voiceless";1006;413487;50;2016-10-31
"When the Bough Breaks";781;29659661;24;2016-10-31
"In a Valley of Violence";714;51095;60;2016-10-31
"Indignation";594;3400003;99;2016-10-31
"Premam";330;822678;41;2016-10-31
"Wildflower (Secretos del Alma)";320;17427;64;2016-10-31
"Demon";304;103275;34;2016-10-31
"Greater";264;1971978;44;2016-10-31
"Southside with You";87;6303940;22;2016-10-31
"ISM";76;133927;8;2016-10-31
"Mr. Church";63;685780;63;2016-10-31
"Made in France";59;7572;30;2016-10-31
"Shangri-La Suite";32;13376;1;2016-10-31
"Blue Jay";17;21618;0;2016-10-31
"Moana";1990227;89583410;514;2016-11-30
"Fantastic Beasts and Where To Find Them";1947455;163075212;470;2016-11-30
"Allied";930196;21017064;294;2016-11-30
"Arrival";756313;65048680;310;2016-11-30
"Doctor Strange";685595;208139610;228;2016-11-30
"Bad Santa 2";431947;10607693;148;2016-11-30
"Hacksaw Ridge";361113;53515014;155;2016-11-30
"Trolls";275679;136491922;83;2016-11-30
"Almost Christmas";195320;35455840;110;2016-11-30
"The Edge of Seventeen";189714;10928989;98;2016-11-30
"Rules Don't Apply";138908;2648587;58;2016-11-30
"Loving ";126800;4471073;301;2016-11-30
"Manchester by the Sea";117557;1947886;2449;2016-11-30
"Moonlight (2016)";112138;8863733;181;2016-11-30
"Nocturnal Animals";82741;1927690;652;2016-11-30
"Bleed for This";81414;4485431;53;2016-11-30
"The Accountant";65249;83435250;117;2016-11-30
"Dear Zindagi";54656;1614941;357;2016-11-30
"Billy Lynn's Long Halftime Walk";28817;1671908;25;2016-11-30
"Jack Reacher: Never Go Back";25598;57509554;74;2016-11-30
"Sully";19554;124487819;77;2016-11-30
"The Girl on the Train (2016)";18750;74938420;100;2016-11-30
"Deepwater Horizon";14530;61159350;78;2016-11-30
"Miss Peregrine's Home for Peculiar Children";14207;86200334;66;2016-11-30
"Inferno";14158;33837807;86;2016-11-30
"The Magnificent Seven (2016)";11030;93179429;57;2016-11-30
"Boo! A Madea Halloween";9954;72855112;29;2016-11-30
"Shut In";9898;6730666;36;2016-11-30
"Lion";8272;149282;2068;2016-11-30
"The Secret Life of Pets";8250;367899045;39;2016-11-30
"Embrace: The Documentary";7615;393950;508;2016-11-30
"Keeping Up with the Joneses";5598;14762828;51;2016-11-30
"Middle School: The Worst Years of My Life";5388;20001032;41;2016-11-30
"Miss Sloane";5343;74686;1781;2016-11-30
"Storks";4947;71256151;28;2016-11-30
"Pete's Dragon (2016)";3490;76166128;27;2016-11-30
"Denial";2805;4026513;97;2016-11-30
"Vanishing Time: A Boy Who Returned";2177;47652;128;2016-11-30
"Finding Dory";1957;486282553;25;2016-11-30
"Christine (2016)";1567;274047;68;2016-11-30
"Queen of Katwe";1555;8750527;52;2016-11-30
"Until Forever (Por Siempre)";1348;62926;112;2016-11-30
"Generation Found";1177;151113;235;2016-11-30
"Thank You for Your Service";1023;17644;1023;2016-11-30
"Kubo and the Two Strings";816;48021726;18;2016-11-30
"Don't Breathe";705;89086017;47;2016-11-30
"I'm Not Ashamed";696;2082834;99;2016-11-30
"American Pastoral";672;543510;48;2016-11-30
"American Honey";348;661512;116;2016-11-30
"Seed: The Untold Story";340;91844;340;2016-11-30
"The Battle of Algiers (2016)";40;54003;40;2016-11-30
"The Loving Story (2016 re-release)";35;401;35;2016-11-30
"Made in France";31;9105;31;2016-11-30
"Rogue One: A Star Wars Story";14632828;408235850;3520;2016-12-31
"Sing";12331855;152853995;3061;2016-12-31
"Passengers (2016)";4642276;55380209;1335;2016-12-31
"Fences";3212357;26330971;1396;2016-12-31
"La La Land";3138082;30980271;4184;2016-12-31
"Moana";3092016;206477478;1114;2016-12-31
"Why Him?";2680227;30633916;891;2016-12-31
"Assassin's Creed";2263426;36415167;755;2016-12-31
"Manchester by the Sea";1451378;27055039;1203;2016-12-31
"Collateral Beauty";1282150;24342478;467;2016-12-31
"Fantastic Beasts and Where To Find Them";1232051;222675573;669;2016-12-31
"Office Christmas Party";1004442;49815176;428;2016-12-31
"Lion";776462;5303700;1479;2016-12-31
"Dangal";550913;8354643;1630;2016-12-31
"Jackie";468460;6469725;1305;2016-12-31
"Arrival";386308;91676099;709;2016-12-31
"Hidden Figures";248343;1986956;9934;2016-12-31
"Trolls";193950;150130292;464;2016-12-31
"Doctor Strange";181998;229876337;391;2016-12-31
"Hacksaw Ridge";126294;64463214;359;2016-12-31
"Moonlight (2016)";79246;12489099;578;2016-12-31
"The Accountant";55011;85856696;248;2016-12-31
"Allied";49343;39541921;303;2016-12-31
"Nocturnal Animals";47630;10107726;301;2016-12-31
"Storks";37863;72414850;161;2016-12-31
"Patriots Day";36724;566555;5246;2016-12-31
"20th Century Women";31056;137981;7764;2016-12-31
"Almost Christmas";29310;41964925;173;2016-12-31
"Jack Reacher: Never Go Back";23532;58546937;177;2016-12-31
"Loving ";22740;7456108;281;2016-12-31
"Silence (2016)";22220;276555;5555;2016-12-31
"Miss Peregrine's Home for Peculiar Children";20397;86945137;169;2016-12-31
"Paterson";18888;73918;4722;2016-12-31
"Sully";15464;124976335;165;2016-12-31
"Inferno";12505;34221651;123;2016-12-31
"Bad Santa 2";9729;17710126;84;2016-12-31
"Live By Night";8914;94970;2229;2016-12-31
"Neruda";8305;126831;1661;2016-12-31
"Miss Sloane";7211;3484995;206;2016-12-31
"Queen of Katwe";5665;8850753;107;2016-12-31
"A Monster Calls";5553;64066;1388;2016-12-31
"The Edge of Seventeen";5121;14394402;72;2016-12-31
"The Polar Express (2016 re-issue)";2550;763440;142;2016-12-31
"The Magnificent Seven (2016)";2331;93420253;101;2016-12-31
"Ocean Waves";1333;7283;1333;2016-12-31
"Shut In";1170;6894711;78;2016-12-31
"Believe (2016)";632;888932;158;2016-12-31
"The Lion in Winter (2016 re-release)";166;16907;166;2016-12-31
"Christine (2016)";75;297480;38;2016-12-31
"The Battle of Algiers (2016)";46;55212;46;2016-12-31
"Split";2129755;81127805;666;2017-01-31
"Hidden Figures";1634816;106800960;488;2017-01-31
"A Dog's Purpose";1360520;20488165;445;2017-01-31
"La La Land";1328978;108961783;424;2017-01-31
"Resident Evil: The Final Chapter";1273209;15841601;410;2017-01-31
"xXx: The Return of Xander Cage";849950;35275747;233;2017-01-31
"Gold";451728;4214263;209;2017-01-31
"Rogue One: A Star Wars Story";449338;521017843;219;2017-01-31
"Sing";401245;258313150;148;2017-01-31
"The Founder";314614;7958216;282;2017-01-31
"Lion";295199;20214983;513;2017-01-31
"Manchester by the Sea";279459;42053564;239;2017-01-31
"Monster Trucks";268181;28666150;107;2017-01-31
"Patriots Day";253846;28747841;137;2017-01-31
"Moonlight (2016)";199278;18082487;181;2017-01-31
"Sleepless";183330;18142408;174;2017-01-31
"Fences";179240;51144798;204;2017-01-31
"Moana";173128;240493277;91;2017-01-31
"Raees";159117;2622832;600;2017-01-31
"Arrival";150762;97597092;123;2017-01-31
"Passengers (2016)";110386;96386632;177;2017-01-31
"20th Century Women";100911;4118223;155;2017-01-31
"Yu-Gi-Oh! The Dark Side of Dimensions";95535;785715;248;2017-01-31
"Jackie";91716;12345007;181;2017-01-31
"Un Padre No Tan Padre";81277;1115413;261;2017-01-31
"The Bye Bye Man";75500;21957246;67;2017-01-31
"Silence (2016)";59034;6524927;187;2017-01-31
"The Resurrection of Gavin Stone ";54284;2133207;62;2017-01-31
"Underworld: Blood Wars";50389;29850012;116;2017-01-31
"Hacksaw Ridge";49676;66037723;99;2017-01-31
"Why Him?";39382;58815894;108;2017-01-31
"Fantastic Beasts and Where To Find Them";25132;232190312;109;2017-01-31
"Paterson";19314;824070;379;2017-01-31
"Assassin's Creed";18916;54173662;90;2017-01-31
"Collateral Beauty";16383;30889343;81;2017-01-31
"Trolls";14861;152776018;64;2017-01-31
"Live By Night";12014;10297496;74;2017-01-31
"Doctor Strange";10088;231657005;97;2017-01-31
"Neruda";8735;450844;273;2017-01-31
"Dangal";8427;12338678;281;2017-01-31
"Panique (2017 re-release)";1430;24050;1430;2017-01-31
"Miss Peregrine's Home for Peculiar Children";1164;87231035;23;2017-01-31
"Emily (2017)";230;1489;230;2017-01-31
"Ocean Waves";177;71014;35;2017-01-31
"Get Out";4933300;42433805;1774;2017-02-28
"The LEGO Batman Movie";1276208;135351044;315;2017-02-28
"John Wick: Chapter Two";1109069;76690588;375;2017-02-28
"The Great Wall";1038600;36572815;312;2017-02-28
"Fifty Shades Darker";830160;105189385;258;2017-02-28
"Fist Fight";690243;24594508;217;2017-02-28
"Hidden Figures";686914;153978380;340;2017-02-28
"La La Land";551271;141935532;318;2017-02-28
"Lion";524431;43723438;291;2017-02-28
"Split";361420;131450950;190;2017-02-28
"A Dog's Purpose";294010;58072185;141;2017-02-28
"Rock Dog";241289;4111376;116;2017-02-28
"A Cure for Wellness";195518;7826555;72;2017-02-28
"Collide";187264;1821688;92;2017-02-28
"Moonlight (2016)";176420;22563405;302;2017-02-28
"Ballerina (2017) [Canada Only]";80811;308594;1049;2017-02-28
"Fences";78788;56696313;132;2017-02-28
"Manchester by the Sea";66404;46993787;167;2017-02-28
"Moana";62718;246144747;166;2017-02-28
"Rings";59757;27400826;83;2017-02-28
"A United Kingdom";56265;1090565;380;2017-02-28
"Everybody Loves Somebody";47447;1714168;142;2017-02-28
"Rogue One: A Star Wars Story";46876;529530812;165;2017-02-28
"Passengers (2016)";35069;99012545;122;2017-02-28
"The Salesman";33787;1477882;348;2017-02-28
"Sing";31040;267722490;79;2017-02-28
"The Founder";26704;12380517;166;2017-02-28
"Bitter Harvest";24759;263557;195;2017-02-28
"Arrival";23334;100378172;53;2017-02-28
"Patriots Day";21445;31758576;137;2017-02-28
"Jackie";20751;13753114;185;2017-02-28
"The Space Between Us";19976;7858962;187;2017-02-28
"xXx: The Return of Xander Cage";15852;44677517;88;2017-02-28
"Why Him?";15449;59554274;42;2017-02-28
"Fantastic Beasts and Where To Find Them";14195;233526847;68;2017-02-28
"Paterson";11078;1717755;201;2017-02-28
"Resident Evil: The Final Chapter";10893;26672789;128;2017-02-28
"Monster Trucks";9904;32821894;66;2017-02-28
"20th Century Women";8320;5458750;130;2017-02-28
"Doctor Strange";6874;232539797;65;2017-02-28
"Hacksaw Ridge";6366;66947543;106;2017-02-28
"Sleepless";6057;20682480;74;2017-02-28
"Un Padre No Tan Padre";5183;2115215;100;2017-02-28
"Trolls";4247;153487841;43;2017-02-28
"Gold";4155;7209416;101;2017-02-28
"Neruda";3999;730428;148;2017-02-28
"Underworld: Blood Wars";3833;30325388;47;2017-02-28
"Live By Night";2936;10371078;33;2017-02-28
"Assassin's Creed";2562;54629158;45;2017-02-28
"Journey to the West: The Demons Strike Back";2190;873814;438;2017-02-28
"My Life as a Zucchini";1634;35639;817;2017-02-28
"A Grin Without A Cat";140;41734;140;2017-02-28
"The Boss Baby";15621148;15621148;4140;2017-03-31
"Beauty and the Beast (2017)";12839851;360756693;3050;2017-03-31
"Ghost in the Shell (2017)";7660626;7660626;2227;2017-03-31
"Power Rangers (2017)";3999264;54561434;1083;2017-03-31
"Kong: Skull Island";2370419;141418623;755;2017-03-31
"Logan";1730955;207398592;745;2017-03-31
"Get Out";1724950;152798910;935;2017-03-31
"Life (2017)";1649703;18393942;524;2017-03-31
"CHiPs";1189488;11501854;483;2017-03-31
"The Zookeeper's Wife";1035775;1035775;1915;2017-03-31
"The Shack";617811;51532818;432;2017-03-31
"The LEGO Batman Movie";212779;172139342;262;2017-03-31
"The Belko Experiment";165655;8627845;366;2017-03-31
"Hidden Figures";126865;167517538;360;2017-03-31
"T2: Trainspotting";113716;891223;812;2017-03-31
"Rogue One: A Star Wars Story";77238;531549734;345;2017-03-31
"John Wick: Chapter Two";63650;91129571;303;2017-03-31
"The Last Word";62479;1334566;216;2017-03-31
"Lion";61859;50980911;353;2017-03-31
"La La Land";44394;150370985;310;2017-03-31
"Sing";44085;269833280;218;2017-03-31
"A Dog's Purpose";40035;63573220;212;2017-03-31
"Seed: The Untold Story";36632;203513;36632;2017-03-31
"Fist Fight";33192;31933264;193;2017-03-31
"Wilson";32434;509763;104;2017-03-31
"Moana";30396;248478173;174;2017-03-31
"Split";28395;137353870;201;2017-03-31
"Raw (2017)";27257;261093;649;2017-03-31
"A United Kingdom";24102;3640067;280;2017-03-31
"Phillauri";20644;366456;318;2017-03-31
"The Great Wall";20405;45079020;196;2017-03-31
"Rock Dog";20296;9292962;153;2017-03-31
"The Sense of an Ending";19932;1176011;227;2017-03-31
"Passengers (2016)";13472;99924008;236;2017-03-31
"Moonlight (2016)";12511;27739123;181;2017-03-31
"Before I Fall";11024;12020624;112;2017-03-31
"Paterson";7694;2085414;248;2017-03-31
"The Founder";7407;12736019;239;2017-03-31
"Carrie Pilby";5050;5050;842;2017-03-31
"Neruda";4022;879677;309;2017-03-31
"The Blackcoat's Daughter";3510;3510;135;2017-03-31
"My Life as a Zucchini";2827;275388;129;2017-03-31
"20th Century Women";2744;5625296;183;2017-03-31
"The Death of Louis XIV";2330;2330;2330;2017-03-31
"Manchester by the Sea";1226;47674769;123;2017-03-31
"Donald Cried";380;49135;63;2017-03-31
"The Freedom to Marry";257;14011;129;2017-03-31
"Bitter Harvest";199;556523;100;2017-03-31
"Tim Timmerman, Hope of America";78;87726;78;2017-03-31
"No culpes al karma";19;5439;19;2017-03-31
"The Fate of the Furious";5808560;193268115;1425;2017-04-30
"How to be a Latin Lover";4056227;12252439;3628;2017-04-30
"The Boss Baby";2981510;148787970;797;2017-04-30
"Baahubali 2: The Conclusion";2334714;10430497;5493;2017-04-30
"The Circle (2017)";2130937;9034148;674;2017-04-30
"Beauty and the Beast (2017)";2043776;480525828;648;2017-04-30
"Smurfs: The Lost Village";1266110;37977532;496;2017-04-30
"Going in Style (2017)";1009569;37346914;366;2017-04-30
"Gifted";949260;15894295;429;2017-04-30
"Born in China";726568;8819843;482;2017-04-30
"Unforgettable (2017)";662817;8950960;274;2017-04-30
"The Lost City of Z";534619;4913120;617;2017-04-30
"Sleight";449140;1701785;795;2017-04-30
"Get Out";433760;172534250;278;2017-04-30
"The Promise (2017)";424254;7067064;188;2017-04-30
"The Case for Christ";318659;13054237;303;2017-04-30
"Kong: Skull Island";312482;165487121;335;2017-04-30
"The Zookeeper's Wife";296405;14808000;297;2017-04-30
"Power Rangers (2017)";258240;84234169;290;2017-04-30
"Logan";202823;224508170;330;2017-04-30
"Phoenix Forgotten";197333;3103117;135;2017-04-30
"Colossal";148270;2091568;455;2017-04-30
"Their Finest";142847;1826612;433;2017-04-30
"Ghost in the Shell (2017)";128538;39948095;282;2017-04-30
"The LEGO Batman Movie";89624;174691628;328;2017-04-30
"Life (2017)";74430;29825481;148;2017-04-30
"Your Name.";68146;4479066;554;2017-04-30
"Free Fire";67329;1662013;82;2017-04-30
"The Shack";55188;57011066;194;2017-04-30
"CHiPs";34466;18360013;169;2017-04-30
"A Dog's Purpose";22220;64230845;181;2017-04-30
"Hidden Figures";21633;168991405;174;2017-04-30
"Lion";15727;51694854;242;2017-04-30
"Split";15280;138120085;148;2017-04-30
"The Belko Experiment";12505;9697090;151;2017-04-30
"Jeremiah Tower";12126;64502;758;2017-04-30
"T2: Trainspotting";11516;2289243;172;2017-04-30
"Tommy's Honour";11339;491934;189;2017-04-30
"Sing";6325;270322940;34;2017-04-30
"Rogue One: A Star Wars Story";4769;532171696;111;2017-04-30
"The Last Word";3835;1761677;72;2017-04-30
"Raw (2017)";3325;508425;277;2017-04-30
"My Entire High School Sinking Into the Sea";3019;43568;121;2017-04-30
"Natasha";2571;8325;2571;2017-04-30
"Tomorrow";1247;34429;125;2017-04-30
"Neruda";904;935800;151;2017-04-30
"The Death of Louis XIV";675;24040;225;2017-04-30
"Moonlight (2016)";668;27850912;167;2017-04-30
"20th Century Women";492;5663855;164;2017-04-30
"In the Steps of Trisha Brown";318;4581;318;2017-04-30
"All These Sleepless Nights";242;18826;48;2017-04-30
"My Life as a Zucchini";221;308108;37;2017-04-30
"The Student";135;382;135;2017-04-30
"Donald Cried";60;60953;60;2017-04-30
"Emily (2017)";23;3642;23;2017-04-30
"Pirates of the Caribbean: Dead Men Tell No Tales";4250754;89573704;994;2017-05-31
"Baywatch";1646716;31894345;452;2017-05-31
"Guardians of the Galaxy Vol. 2";1611729;344334646;416;2017-05-31
"Alien: Covenant";953638;62483189;253;2017-05-31
"Everything, Everything";602313;24450339;215;2017-05-31
"Diary of a Wimpy Kid: The Long Haul";413681;16252901;130;2017-05-31
"Snatched";380996;42251270;143;2017-05-31
"King Arthur: Legend of the Sword";335468;35781225;134;2017-05-31
"The Boss Baby";192448;170135002;143;2017-05-31
"Beauty and the Beast (2017)";157247;501352470;146;2017-05-31
"The Fate of the Furious";128135;223235025;94;2017-05-31
"How to be a Latin Lover";67191;31380272;100;2017-05-31
"The Lovers";61001;1622227;138;2017-05-31
"Lowriders";55280;5513600;166;2017-05-31
"Gifted";44369;23857876;117;2017-05-31
"Smurfs: The Lost Village";33878;43779180;94;2017-05-31
"Born in China";27757;13569273;121;2017-05-31
"The Wedding Plan";25067;750983;258;2017-05-31
"Kong: Skull Island";24537;167517150;100;2017-05-31
"Going in Style (2017)";24103;43996806;70;2017-05-31
"Get Out";19745;175335190;105;2017-05-31
"The Zookeeper's Wife";17450;17212771;106;2017-05-31
"The LEGO Batman Movie";14029;175594868;80;2017-05-31
"Power Rangers (2017)";13929;85348720;89;2017-05-31
